timestamp_ns,category,x,y,z
315966074560187000,STOP_SIGN,166.02642191688648,4049.0069179236134,-18.367771531772625
315966074660383000,STOP_SIGN,172.2254021454499,4052.2837455709814,-18.902229125738902
315966074759916000,STOP_SIGN,178.64262356196065,4055.945726360783,-19.455786054791314
315966074860112000,STOP_SIGN,185.13937186403888,4059.959213368002,-20.320069928419176
315966074959645000,STOP_SIGN,191.52925648676802,4064.2614948774944,-20.728838739113645
315966075059826000,STOP_SIGN,197.69617237223275,4068.787005571293,-19.98609939551965
315966075160022000,STOP_SIGN,203.61779277769023,4073.467698845677,-19.198061461630587
315966075259555000,STOP_SIGN,209.43901249138037,4078.413707822402,-18.996781724090123
315966075359751000,STOP_SIGN,215.19235765080066,4083.6559130004143,-19.808776023628827
315966075359751000,STOP_SIGN,239.61960323735548,4068.889349097987,-19.929484625102834
315966075459947000,STOP_SIGN,220.85383466727126,4089.206595568601,-20.967766836970164
315966075459947000,STOP_SIGN,245.88887526041663,4075.5116017459422,-21.225779332207786
315966075559480000,STOP_SIGN,226.41845104577408,4095.102225058767,-21.319109878971886
315966075559480000,STOP_SIGN,252.02704803999916,4082.527703221156,-21.621159553806173
315966075659676000,STOP_SIGN,231.92506865854432,4101.420595462789,-20.78040868766045
315966075659676000,STOP_SIGN,258.0753323009063,4090.028884064132,-21.025036792003853
315966075759873000,STOP_SIGN,237.1103392482041,4107.914154845306,-19.753394935980314
315966075759873000,STOP_SIGN,263.7429063972604,4097.7150655191235,-19.91673040951589
315966075860069000,STOP_SIGN,241.98409891550028,4114.544746599508,-19.39499400873597
315966075860069000,STOP_SIGN,269.04107056956565,4105.5490793652525,-19.56612619747748
315966075960265000,STOP_SIGN,246.63882378998213,4121.437132442901,-19.583410009104664
315966075960265000,STOP_SIGN,274.07116270793836,4113.681500105686,-19.80494194863071
315966076059782000,STOP_SIGN,250.91056988670277,4128.356080492333,-20.06631122350006
315966076059782000,STOP_SIGN,278.65617139453286,4121.833116736105,-20.34123049177696
315966076159978000,STOP_SIGN,254.80722427467464,4135.3005312103005,-20.181305814460256
315966076159978000,STOP_SIGN,282.80681872215547,4129.998224874001,-20.45492677985943
315966076260175000,STOP_SIGN,258.29785185191275,4142.147107814789,-20.054344908979605
315966076260175000,STOP_SIGN,286.4920605710851,4138.032918339757,-20.3132965982487
315966076359708000,STOP_SIGN,261.40468565503517,4148.8759902012625,-19.710065763532057
315966076359708000,STOP_SIGN,289.73938281711963,4145.9162320590485,-19.934878073730573
315966076459904000,STOP_SIGN,264.14910760742146,4155.461470495229,-19.377065911268172
315966076459904000,STOP_SIGN,292.5748165960986,4153.620493403565,-19.562243604304296
315966076560100000,STOP_SIGN,266.46943277709715,4161.6497542336,-18.989035902040406
315966076560100000,STOP_SIGN,294.94008830595635,4160.848239522833,-19.14468094649201
315966076659633000,STOP_SIGN,268.4111738226022,4167.395607126999,-18.740647787319013
315966076659633000,STOP_SIGN,296.8895589134727,4167.549612572726,-18.89901232513224
315966076759829000,STOP_SIGN,270.043744679966,4172.755007262234,-18.635300085696056
315966076759829000,STOP_SIGN,298.50068586539913,4173.790239381093,-18.850415407042075
315966076860026000,STOP_SIGN,271.35694384561594,4177.51952179107,-18.865590693504227
315966076860026000,STOP_SIGN,299.7719807820984,4179.332891008776,-19.171678140921014
315966076959558000,STOP_SIGN,272.3963483283368,4181.679839423443,-19.26843837520103
315966076959558000,STOP_SIGN,300.75765028533567,4184.171839097809,-19.64444615513999
315966077059739000,STOP_SIGN,273.2495073845572,4185.427504174724,-19.837696101930455
315966077059739000,STOP_SIGN,301.5487723631071,4188.534739943856,-20.240979915775405
315966077159935000,STOP_SIGN,273.9696293972088,4188.921067160983,-20.20645748935533
315966077159935000,STOP_SIGN,165.0083793261083,4203.756038579037,-21.0711503646329
315966077159935000,STOP_SIGN,302.2000300587272,4192.600521421791,-20.59585865661944
315966077259468000,STOP_SIGN,274.57184597756674,4192.144861670928,-20.335390214561684
315966077259468000,STOP_SIGN,165.35446498110974,4204.965404149294,-21.132116975846486
315966077259468000,STOP_SIGN,302.7292626043375,4196.346782237178,-20.72735690050007
315966077359664000,STOP_SIGN,275.0735883379548,4195.104587108893,-20.375134478034237
315966077359664000,STOP_SIGN,165.65472577266704,4206.077506089896,-21.128067949707468
315966077359664000,STOP_SIGN,303.1560336285304,4199.7815039995,-20.796800503469182
315966077459861000,STOP_SIGN,275.4709535511244,4197.675792110355,-20.55052819280814
315966077459861000,STOP_SIGN,165.90244979414643,4207.048215976945,-21.14755960461795
315966077459861000,STOP_SIGN,303.48177381377144,4202.760777217748,-21.054784531798045
315966077560057000,STOP_SIGN,275.7815496243411,4199.86352265089,-20.9351170036238
315966077560057000,STOP_SIGN,166.10405168579203,4207.874253063524,-21.277804522635265
315966077560057000,STOP_SIGN,303.726354559415,4205.297667944011,-21.509712270593482
315966077660253000,STOP_SIGN,276.05456925842816,4201.970080567029,-21.087969066017997
315966077660253000,STOP_SIGN,166.28850934032207,4208.659749545871,-21.38163950953365
315966077660253000,STOP_SIGN,303.93240837065605,4207.746839916199,-21.62526087469997
315966077760450000,STOP_SIGN,276.29942405022064,4204.077262482891,-20.722328783615612
315966077760450000,STOP_SIGN,166.46178327174047,4209.439929028373,-21.311787735911
315966077760450000,STOP_SIGN,304.1072775117035,4210.197263307813,-21.127052074860405
315966077859982000,STOP_SIGN,276.48404399544404,4205.867677909327,-20.172236670080363
315966077859982000,STOP_SIGN,166.60001382207426,4210.107356402703,-21.14039112939737
315966077859982000,STOP_SIGN,304.2295444162785,4212.274983517021,-20.461598059460197
315966077960179000,STOP_SIGN,276.63425434013214,4207.44322680217,-19.86242962023059
315966077960179000,STOP_SIGN,166.71811996827256,4210.697805768606,-20.99940158628927
315966077960179000,STOP_SIGN,304.322326706366,4214.097900092245,-20.14328292690286
315966078060359000,STOP_SIGN,276.7772250992623,4209.040113076653,-19.797432206499373
315966078060359000,STOP_SIGN,166.8357691382963,4211.292911177822,-20.942859148824773
315966078060359000,STOP_SIGN,304.40413066389306,4215.944902374178,-20.111544124196264
315966078160555000,STOP_SIGN,276.915785763634,4210.750168707305,-19.703916980746595
315966078160555000,STOP_SIGN,166.9574170884958,4211.920270565253,-20.89189346980815
315966078160555000,STOP_SIGN,304.47384924597424,4217.925251054396,-20.02781970212588
315966078260088000,STOP_SIGN,277.03339050034987,4212.394698463027,-19.565503311722104
315966078260088000,STOP_SIGN,167.06953316410858,4212.515615576792,-20.875190860587587
315966078260088000,STOP_SIGN,304.52182009893244,4219.834291458097,-19.831713405213755
315966078360284000,STOP_SIGN,277.1308953241835,4213.904595107741,-19.571400989046023
315966078360284000,STOP_SIGN,167.16976531870398,4213.059115326593,-20.916217017206332
